CRCode,CRName,Latitude,Longitude
USA,United States,33.20003891,-117.2425385
CHN,China,33.20576859,112.0026093
USA,United States,33.20983887,-87.56916809
USA,United States,33.21467972,-97.1326828
USA,United States,33.21483994,-97.1330719
IRN,"Iran, Islamic Rep.",33.22052002,50.31496811
CHN,China,33.25695038,106.6307678
CHN,China,33.26464844,104.2327805
USA,United States,33.30615997,-111.8412476
CHN,China,33.33203888,106.1549606
USA,United States,33.3669014,-98.75964356
IRN,"Iran, Islamic Rep.",33.37609863,52.36940002
CHN,China,33.38555908,120.1252823
CHN,China,33.39339829,106.3684998
USA,United States,33.39427185,-104.5230179
USA,United States,33.39677811,-84.59575653
CHN,China,33.40000153,104.9166641
IRN,"Iran, Islamic Rep.",33.40063095,49.69490051
USA,United States,33.40539169,-86.81137848
USA,United States,33.41476822,-111.9093094
USA,United States,33.42227173,-111.8226395
USA,United States,33.43560028,-112.3496017
USA,United States,33.44506836,-86.79125214
USA,United States,33.44837952,-112.0740433
IRN,"Iran, Islamic Rep.",33.45370102,50.2883606
USA,United States,33.46696854,-117.6981125
USA,United States,33.47097015,-81.97483826
USA,United States,33.47177124,-86.8008194
USA,United States,33.47867966,-82.06848908
IRN,"Iran, Islamic Rep.",33.48778153,48.35583115
USA,United States,33.4936409,-117.1483612
USA,United States,33.50180054,-81.96511841
USA,United States,33.50666809,-86.7527771
USA,United States,33.50920868,-111.8990326
SYR,Syrian Arab Republic,33.5102005,36.29127884
USA,United States,33.51139069,-112.0691223
USA,United States,33.5206604,-86.80249023
IRN,"Iran, Islamic Rep.",33.53499985,47.60609818
USA,United States,33.53865051,-112.1859894
USA,United States,33.54225159,-117.7831116
USA,United States,33.5539093,-117.2139206
LBN,Lebanon,33.56306076,35.36888886
CHN,China,33.57794952,102.964119
JPN,Japan,33.58300018,130.3999939
CHN,China,33.5886116,119.0191727
MAR,Morocco,33.59278107,-7.619160175
IRN,"Iran, Islamic Rep.",33.59585953,56.92436981
USA,United States,33.60002136,-117.6719971
IRN,"Iran, Islamic Rep.",33.60950089,48.9306984
USA,United States,33.6117096,-111.7173615
USA,United States,33.61209106,-84.49514008
CHN,China,33.61680985,104.8963318
USA,United States,33.61983109,-86.60887909
USA,United States,33.63220978,-117.8715897
CHN,China,33.6333313,114.6333313
CHN,China,33.6361084,116.9788895
IRN,"Iran, Islamic Rep.",33.63740158,46.42269898
USA,United States,33.64112854,-117.9186707
USA,United States,33.64122009,-117.1872025
USA,United States,33.64192963,-96.60916138
IRN,"Iran, Islamic Rep.",33.64226151,50.07889938
USA,United States,33.64696884,-117.6892166
USA,United States,33.64876938,-117.8407211
USA,United States,33.65982819,-85.83162689
USA,United States,33.66030121,-117.9992294
USA,United States,33.66093826,-95.55551148
USA,United States,33.6694603,-117.8231125
USA,United States,33.68091965,-117.8319168
USA,United States,33.68906021,-78.88668823
USA,United States,33.70917893,-117.9536667
IND,India,33.71667099,74.83332825
PAK,Pakistan,33.72148132,73.04328919
IRN,"Iran, Islamic Rep.",33.72653961,59.18439102
CHN,China,33.73846817,113.3011932
SYR,Syrian Arab Republic,33.73847961,36.60071182
USA,United States,33.74399948,-90.724823
USA,United States,33.74446106,-118.3870163
USA,United States,33.74557114,-117.8678284
USA,United States,33.74900055,-84.3879776
USA,United States,33.75360107,-84.39014435
USA,United States,33.76696014,-118.1892319
USA,United States,33.76900101,-89.80841827
USA,United States,33.76961517,-118.1925735
USA,United States,33.77391052,-117.941452
USA,United States,33.78252029,-117.228653
USA,United States,33.78390884,-116.9586411
USA,United States,33.80252075,-117.9931183
USA,United States,33.81032944,-117.8472824
USA,United States,33.81695938,-118.0372925
USA,United States,33.835289,-117.9144974
USA,United States,33.83584976,-118.3406296
USA,United States,33.8488884,-84.22440338
LBN,Lebanon,33.84972,35.90417099
USA,United States,33.85363007,-118.1339569
USA,United States,33.85454941,-84.2171402
USA,United States,33.85733032,-84.01991272
USA,United States,33.85834885,-118.0647888
IRN,"Iran, Islamic Rep.",33.86330032,48.26190186
USA,United States,33.86663437,-118.0484543
USA,United States,33.87223816,-117.8703384
USA,United States,33.87528992,-117.5664368
CHN,China,33.87722015,115.7702789
USA,United States,33.87848663,-84.33387756
USA,United States,33.88862991,-117.8131104
LBN,Lebanon,33.8889389,35.4944191
LBN,Lebanon,33.89056015,35.56639099
IRN,"Iran, Islamic Rep.",33.89730072,48.75159836
USA,United States,33.91371155,-98.49339294
USA,United States,33.91640091,-118.3525696
USA,United States,33.91667938,-117.9000626
CHN,China,33.9276619,112.4590302
USA,United States,33.93029022,-118.2114563
USA,United States,33.93112946,-117.5486603
CHN,China,33.93333435,118.2833328
USA,United States,33.93725967,-84.20035553
USA,United States,33.94001007,-118.1325684
USA,United States,33.95031738,-108.678894
USA,United States,33.95259857,-84.54992676
USA,United States,33.95335007,-117.3961563
USA,United States,33.95621109,-83.98796082
USA,United States,33.96094894,-83.37793732
USA,United States,33.96112061,-116.5016785
CHN,China,33.97444153,116.7916718
USA,United States,33.97917938,-118.0328369
IRN,"Iran, Islamic Rep.",33.98308182,51.43643951
IRN,"Iran, Islamic Rep.",33.9905014,50.68379974
USA,United States,33.99648666,-81.03018189
USA,United States,34.00070953,-81.03481293
USA,United States,34.0028801,-84.14463806
LBN,Lebanon,34.00582886,36.21805954
USA,United States,34.01222992,-117.688942
MAR,Morocco,34.01324844,-6.832550049
USA,United States,34.01425934,-86.00663757
USA,United States,34.01539993,-117.858223
CHN,China,34.01667023,113.8166733
USA,United States,34.01945114,-118.491188
USA,United States,34.02315903,-84.36158752
USA,United States,34.02342987,-84.61549377
USA,United States,34.02854919,-84.14087677
USA,United States,34.02893066,-84.19857788
USA,United States,34.03789139,-94.34131622
IRN,"Iran, Islamic Rep.",34.03897095,48.46260071
USA,United States,34.04323959,-118.2509155
USA,United States,34.04835129,-117.2611465
USA,United States,34.05194855,-118.04673
USA,United States,34.05223084,-118.2436829
USA,United States,34.05256653,-118.2544327
USA,United States,34.05298615,-118.2636871
USA,United States,34.05529022,-117.7522812
USA,United States,34.06251144,-118.1228485
USA,United States,34.06816483,-117.7776794
IRN,"Iran, Islamic Rep.",34.07339859,47.97249985
USA,United States,34.07361984,-118.4003601
USA,United States,34.07537842,-84.29409027
USA,United States,34.07751083,-117.6897812
USA,United States,34.07899094,-118.3789597
USA,United States,34.08167648,-93.31309509
IND,India,34.08332825,74.81667328
IRN,"Iran, Islamic Rep.",34.09173966,49.68915939
USA,United States,34.09223175,-117.435051
USA,United States,34.10149002,-84.51937866
USA,United States,34.10834122,-117.289772
USA,United States,34.10869598,-118.2605896
CHN,China,34.1166687,99.31666565
USA,United States,34.12834168,-117.2086487
CHN,China,34.1333313,119.6500015
USA,United States,34.14250946,-118.2550812
USA,United States,34.14778137,-118.1445236
USA,United States,34.15452957,-99.26508331
USA,United States,34.15777969,-118.6384201
CHN,China,34.16278076,113.4638901
USA,United States,34.1651001,-84.79994202
CHN,China,34.18333054,119.4833298
IRN,"Iran, Islamic Rep.",34.18849945,48.3769989
USA,United States,34.19749832,-119.1770477
USA,United States,34.2163887,-119.0375977
USA,United States,34.2257309,-77.94470978
USA,United States,34.2284317,-92.00319672
USA,United States,34.25421143,-110.0298309
USA,United States,34.25761032,-88.70339203
CHN,China,34.2583313,108.9286118
CHN,China,34.26666641,117.1666641
IRN,"Iran, Islamic Rep.",34.27209854,47.58610153
IRN,"Iran, Islamic Rep.",34.2969017,48.82350159
USA,United States,34.29787827,-83.82407379
LBN,Lebanon,34.29999924,35.8088913
CHN,China,34.29999924,108.4869385
CHN,China,34.31138992,117.9502792
IRN,"Iran, Islamic Rep.",34.31417084,47.06499863
CHN,China,34.33778,108.7026062
AFG,Afghanistan,34.34817123,62.19966888
USA,United States,34.35036087,-89.51898193
IRN,"Iran, Islamic Rep.",34.3528595,58.68365097
CHN,China,34.35361099,107.3752747
CHN,China,34.37963867,107.1463776
JPN,Japan,34.38528061,132.4552765
USA,United States,34.42082977,-119.6981888
USA,United States,34.42469025,-93.09629059
CHN,China,34.4278717,116.3765717
CHN,China,34.45000076,115.6500015
CHN,China,34.4552803,113.0280609
IRN,"Iran, Islamic Rep.",34.46109009,45.86264038
CHN,China,34.47748947,109.3609772
USA,United States,34.50344086,-82.65013123
CHN,China,34.50355148,109.5089111
IRN,"Iran, Islamic Rep.",34.50429916,47.96530151
CHN,China,34.51499939,108.1888886
CHN,China,34.52301025,107.3912735
AFG,Afghanistan,34.52812958,69.17233276
LBN,Lebanon,34.54278183,36.07971954
CHN,China,34.54389191,105.6897202
USA,United States,34.56454086,-92.58683014
CHN,China,34.59999847,119.1666641
IRN,"Iran, Islamic Rep.",34.64009857,50.87639999
DZA,Algeria,34.67279053,3.263000011
CHN,China,34.68360901,112.4536133
USA,United States,34.68658066,-84.4841919
IRN,"Iran, Islamic Rep.",34.69200134,50.01300049
USA,United States,34.69804001,-118.1367416
CHN,China,34.70388031,116.5871735
USA,United States,34.70928955,-81.2071228
USA,United States,34.72818375,-86.58528137
CYP,Cyprus,34.72917175,32.86249924
USA,United States,34.73036957,-86.58609772
CHN,China,34.73611069,116.9247208
USA,United States,34.73706055,-82.25428009
IRN,"Iran, Islamic Rep.",34.74000168,60.77560043
USA,United States,34.74647903,-92.28958893
CHN,China,34.75777817,113.648613
USA,United States,34.7624054,-84.95048523
CHN,China,34.76666641,111.1999969
USA,United States,34.76953888,-92.26708984
PAK,Pakistan,34.77584076,72.36248779
IRN,"Iran, Islamic Rep.",34.78240967,48.11853027
IRN,"Iran, Islamic Rep.",34.78369904,47.60039902
CHN,China,34.79111099,114.3483276
IRN,"Iran, Islamic Rep.",34.79560089,46.9355011
IRN,"Iran, Islamic Rep.",34.79610825,46.51721954
IRN,"Iran, Islamic Rep.",34.79922104,48.5145607
CHN,China,34.80221939,117.1116714
JPN,Japan,34.81666946,134.6999969
USA,United States,34.85261917,-82.39401245
CHN,China,34.86471939,117.5541687
USA,United States,34.86619949,-92.1101532
USA,United States,34.89859009,-117.0228195
CHN,China,34.8987999,108.9505615
IRN,"Iran, Islamic Rep.",34.90719986,48.44139862
USA,United States,34.92486954,-81.02507782
USA,United States,34.92733765,-81.02223969
CHN,China,34.92889023,116.4652786
USA,United States,34.9495697,-81.93205261
USA,United States,34.95302963,-120.4357224
USA,United States,34.9578743,-106.0534821
CHN,China,34.98555756,102.5080566
USA,United States,34.98897934,-90.0125885
CHN,China,34.9992218,109.4128037
GRC,Greece,35.00999832,25.73527908
JPN,Japan,35.01166916,135.7683258
IRN,"Iran, Islamic Rep.",35.02130127,50.35660172
CHN,China,35.02305985,110.9927826
CHN,China,35.03430939,103.5245132
IRN,"Iran, Islamic Rep.",35.04339981,46.35649872
GRC,Greece,35.04999924,24.86667061
USA,United States,35.0526619,-78.87835693
CHN,China,35.06306076,118.3427811
CHN,China,35.0770607,117.1517563
USA,United States,35.08058167,-83.08118439
CHN,China,35.08333206,112.5833359
USA,United States,35.08449173,-106.6511383
USA,United States,35.08869934,-92.44210053
USA,United States,35.11680985,-80.72367859
SYR,Syrian Arab Republic,35.13179016,36.75783157
USA,United States,35.14006043,-85.34844971
USA,United States,35.1495285,-90.04898071
USA,United States,35.1595192,-84.8766098
IRN,"Iran, Islamic Rep.",35.16640091,47.80450058
CYP,Cyprus,35.16667175,33.3666687
JPN,Japan,35.18145752,136.9063873
USA,United States,35.18944168,-114.053009
CHN,China,35.20888901,111.7386093
USA,United States,35.22200012,-101.8312988
USA,United States,35.22708893,-80.84313202
IRN,"Iran, Islamic Rep.",35.23455048,52.30942154
IRN,"Iran, Islamic Rep.",35.23831177,58.46557999
CHN,China,35.23971939,113.2330627
USA,United States,35.24229813,-87.33473969
CHN,China,35.24306107,115.4411087
IRN,"Iran, Islamic Rep.",35.24399948,60.62250137
KOR,"Korea, Rep.",35.24417114,129.2138824
JPN,Japan,35.25,139.1499939
USA,United States,35.26208115,-81.18730164
USA,United States,35.26266098,-77.58164215
IRN,"Iran, Islamic Rep.",35.27400971,59.21949005
USA,United States,35.29235077,-81.53565216
IRN,"Iran, Islamic Rep.",35.30799866,51.72669983
CHN,China,35.3088913,113.867218
USA,United States,35.31370926,-83.17652893
IRN,"Iran, Islamic Rep.",35.31439972,46.99229813
USA,United States,35.32728958,-96.9253006
USA,United States,35.33951187,-97.48670197
USA,United States,35.36201859,-86.20942688
USA,United States,35.37329102,-119.0187073
USA,United States,35.37791443,-83.21156311
USA,United States,35.38423157,-97.72448731
USA,United States,35.38592148,-94.39855194
CHN,China,35.38999939,111.3075027
CHN,China,35.39300156,110.7129974
CHN,China,35.39471817,116.0883331
CHN,China,35.40499878,116.5813904
USA,United States,35.40710068,-96.85369873
USA,United States,35.40874863,-80.57951355
JPN,Japan,35.41699982,136.7669983
CHN,China,35.42750168,119.4552765
JPN,Japan,35.44417191,139.6380615
USA,United States,35.46755981,-97.51643372
IRQ,Iraq,35.46805954,44.39221954
CHN,China,35.48416519,111.6280594
USA,United States,35.48674011,-96.68502045
CHN,China,35.50222015,112.8327789
USA,United States,35.5067215,-97.76254273
USA,United States,35.51866913,-97.63226318
CHN,China,35.52035904,105.7230072
GRC,Greece,35.53332901,24.14999962
KOR,"Korea, Rep.",35.5414505,128.4950562
IRN,"Iran, Islamic Rep.",35.57291031,53.3971405
USA,United States,35.57570648,-80.81906128
CHN,China,35.58062363,104.6262817
CHN,China,35.58333206,110.6999969
JPN,Japan,35.59999847,140.1000061
CHN,China,35.60028076,103.2063904
USA,United States,35.60094833,-82.55402374
USA,United States,35.61083221,-88.8188858
USA,United States,35.61265945,-77.36634827
CHN,China,35.6135788,111.3565979
USA,United States,35.61452103,-88.81394959
CHN,China,35.61639023,111.2249985
USA,United States,35.6172905,-87.83946991
CHN,China,35.64889145,117.2758331
USA,United States,35.65282822,-97.47810364
IRN,"Iran, Islamic Rep.",35.6595993,51.05929947
IRN,"Iran, Islamic Rep.",35.66590118,50.97669983
JPN,Japan,35.68950653,139.6916962
CHN,China,35.6906395,105.7217026
DZA,Algeria,35.6911087,-0.641669989
IRN,"Iran, Islamic Rep.",35.69438934,51.42150879
CHN,China,35.70278168,115.0052795
DZA,Algeria,35.70582962,4.541940212
USA,United States,35.71126175,-78.61416626
IRN,"Iran, Islamic Rep.",35.71778107,52.06499863
USA,United States,35.74787903,-95.36968994
CHN,China,35.76667023,106.6999969
USA,United States,35.77209854,-78.63861084
USA,United States,35.79153824,-78.7811203
CHN,China,35.79460144,111.5559998
TUN,Tunisia,35.82538986,10.63698959
IRN,"Iran, Islamic Rep.",35.83549881,51.01029968
KOR,"Korea, Rep.",35.84278107,129.2116699
USA,United States,35.8456192,-86.39026642
CHN,China,35.84613037,102.4817123
IRN,"Iran, Islamic Rep.",35.8667984,47.60506058
JPN,Japan,35.86700058,139.6499939
KOR,"Korea, Rep.",35.87028122,128.5911102
USA,United States,35.87785339,-91.75943756
CHN,China,35.8786087,119.9752808
USA,United States,35.88452148,-84.15352631
CHN,China,35.89484024,102.9956207
CHN,China,35.89916992,114.1924973
CHN,China,35.90055847,117.7519379
KOR,"Korea, Rep.",35.91333008,128.8200073
USA,United States,35.91402054,-81.53897858
DZA,Algeria,35.94409943,5.031070232
MLT,Malta,35.95064163,14.41561031
IRN,"Iran, Islamic Rep.",35.95209885,50.60749817
USA,United States,35.96063995,-83.92073822
KOR,"Korea, Rep.",35.97861099,126.7113876
USA,United States,35.97986984,-78.50971985
USA,United States,35.98284149,-86.51860046
KOR,"Korea, Rep.",35.99174881,128.3973236
USA,United States,35.99403,-78.89862061
IRN,"Iran, Islamic Rep.",35.99750137,45.88529968
CHN,China,36.00836182,102.8117905
USA,United States,36.01036072,-84.26963806
CHN,China,36.01666641,106.25
USA,United States,36.03969955,-114.9819412
CHN,China,36.05638886,103.7922211
USA,United States,36.06258011,-94.15743256
IRN,"Iran, Islamic Rep.",36.06666946,50.54999924
IRN,"Iran, Islamic Rep.",36.06959915,49.69589996
USA,United States,36.07263947,-79.79197693
USA,United States,36.07699966,-87.38778687
USA,United States,36.07860184,-115.2114029
USA,United States,36.08046722,-94.2013855
CHN,China,36.08330154,111.5169983
CHN,China,36.08333206,111.5166702
CHN,China,36.08889008,111.5188904
USA,United States,36.09569168,-79.43779755
CHN,China,36.09860992,120.3719406
CHN,China,36.09944153,114.3288879
USA,United States,36.09986115,-80.24421692
USA,United States,36.11273956,-115.2113419
USA,United States,36.11951065,-92.13598633
USA,United States,36.1198616,-80.07364655
KOR,"Korea, Rep.",36.12176132,128.119812
GIB,Gibraltar,36.14474106,-5.352570057
IRN,"Iran, Islamic Rep.",36.146801,49.21799851
USA,United States,36.15179443,-115.1148987
USA,United States,36.15398026,-95.99278259
USA,United States,36.16588974,-86.78443909
IRN,"Iran, Islamic Rep.",36.16830063,54.34799957
USA,United States,36.17496872,-115.1372223
CHN,China,36.18527985,117.1200027
DZA,Algeria,36.19112015,5.413730145
IRQ,Iraq,36.19256973,44.01062012
CHN,China,36.19277954,117.6569366
USA,United States,36.19886017,-115.1175003
TUR,Turkey,36.2065506,36.15721893
CHN,China,36.20711899,113.4172134
IRN,"Iran, Islamic Rep.",36.21260071,57.68191147
IRN,"Iran, Islamic Rep.",36.21300125,49.19599915
IRN,"Iran, Islamic Rep.",36.21329117,58.79576111
USA,United States,36.21398163,-86.51591492
USA,United States,36.21398163,-83.29489136
USA,United States,36.22403336,-83.31307221
CHN,China,36.23332977,113.0833282
IRN,"Iran, Islamic Rep.",36.24991989,46.27349854
IRN,"Iran, Islamic Rep.",36.27970123,50.00490189
DZA,Algeria,36.2863884,7.951109886
CHN,China,36.29000092,100.6200027
IRN,"Iran, Islamic Rep.",36.29700089,59.60620117
USA,United States,36.30477142,-86.62000275
USA,United States,36.31343842,-82.35346985
IRN,"Iran, Islamic Rep.",36.31869888,49.1678009
CHN,China,36.3199997,111.6699982
KOR,"Korea, Rep.",36.32138825,127.4197235
USA,United States,36.33201981,-94.1185379
USA,United States,36.33533859,-92.38516235
TUR,Turkey,36.38123322,34.02965164
IRN,"Iran, Islamic Rep.",36.40090179,47.11330032
IRN,"Iran, Islamic Rep.",36.41819,54.97628021
USA,United States,36.43365097,-99.39038849
CHN,China,36.44388962,115.9647217
USA,United States,36.4486084,-105.5755615
IRN,"Iran, Islamic Rep.",36.46960831,52.35071945
ESP,Spain,36.51543045,-4.885829926
IRN,"Iran, Islamic Rep.",36.52099991,46.20890045
ESP,Spain,36.5336113,-6.299439907
CHN,China,36.53546906,113.0252838
TUR,Turkey,36.54375076,31.99982071
IRN,"Iran, Islamic Rep.",36.54489899,61.15769959
IRN,"Iran, Islamic Rep.",36.55131912,52.67895126
CHN,China,36.55833054,104.2080612
IRN,"Iran, Islamic Rep.",36.56332016,53.06008911
KOR,"Korea, Rep.",36.56555939,128.7250061
CHN,China,36.58333206,109.4833298
CHN,China,36.58333206,111.7166672
USA,United States,36.59648895,-82.18846893
TUR,Turkey,36.59777832,30.56056023
CHN,China,36.60055924,114.4677811
USA,United States,36.60842133,-83.71658325
CHN,China,36.6166687,101.7666702
TUR,Turkey,36.62166977,29.11639023
KOR,"Korea, Rep.",36.63721848,127.4897232
DZA,Algeria,36.63888168,2.768450022
IRN,"Iran, Islamic Rep.",36.64115143,52.91244125
IRN,"Iran, Islamic Rep.",36.64545822,59.12123108
IRN,"Iran, Islamic Rep.",36.65079117,53.29904938
IRN,"Iran, Islamic Rep.",36.65499878,51.42039871
DZA,Algeria,36.66654968,3.096060038
CHN,China,36.66666794,113.4166641
CHN,China,36.66743851,106.1013336
CHN,China,36.66833115,116.9972229
IRN,"Iran, Islamic Rep.",36.67359924,48.47869873
IRN,"Iran, Islamic Rep.",36.6792984,46.56689835
IRN,"Iran, Islamic Rep.",36.68642044,52.52254868
IRN,"Iran, Islamic Rep.",36.69234848,53.55261993
IRN,"Iran, Islamic Rep.",36.70251083,52.6576004
CHN,China,36.70999908,119.1019363
ESP,Spain,36.72016144,-4.420340061
USA,United States,36.72806168,-108.218689
ESP,Spain,36.73392868,-3.690720081
USA,United States,36.74773026,-119.7723694
DZA,Algeria,36.75249863,3.041970015
TUR,Turkey,36.7536087,39.45000076
DZA,Algeria,36.75587082,5.084330082
ESP,Spain,36.75793076,-3.952330112
IRN,"Iran, Islamic Rep.",36.76309967,45.72219849
DZA,Algeria,36.76774979,2.95923996
ESP,Spain,36.77629089,-2.814559937
ESP,Spain,36.7788887,-6.353889942
CHN,China,36.79056168,118.0633316
TUR,Turkey,36.79526138,34.61791992
USA,United States,36.81613922,-100.5198669
IRN,"Iran, Islamic Rep.",36.81626129,50.87376022
TUN,Tunisia,36.81896973,10.1657896
USA,United States,36.83094025,-86.91702271
ESP,Spain,36.83813858,-2.459739923
IRN,"Iran, Islamic Rep.",36.83866119,54.4347496
CHN,China,36.84555817,115.7116699
USA,United States,36.84680939,-76.28521729
TUR,Turkey,36.84722138,40.04999924
USA,United States,36.85292816,-75.97798157
TUR,Turkey,36.85499954,28.27416992
USA,United States,36.86634064,-119.6206894
USA,United States,36.88768387,-89.57758331
DZA,Algeria,36.90000153,7.766670227
TUR,Turkey,36.9081192,30.69556046
CHN,China,36.91666794,111.3333359
ITA,Italy,36.92824173,14.71718979
USA,United States,36.95239258,-86.40039825
IRN,"Iran, Islamic Rep.",36.95529938,45.38800049
IRN,"Iran, Islamic Rep.",36.9693985,46.10269928
CHN,China,36.97583008,120.7136078
USA,United States,36.97875977,-76.4280014
USA,United States,36.9903183,-86.44360352
TUR,Turkey,37.00167084,35.32889175
TUR,Turkey,37.03833008,27.42917061
IRN,"Iran, Islamic Rep.",37.03969955,45.09830093
TUR,Turkey,37.05944061,37.3824997
CHN,China,37.06306076,114.4941711
PRT,Portugal,37.06946182,-8.100640297
IRN,"Iran, Islamic Rep.",37.07645035,57.51008987
CHN,China,37.07693863,79.73166657
TUR,Turkey,37.07780075,41.21780014
USA,United States,37.08422852,-94.51328278
USA,United States,37.08689499,-113.5848618
IRN,"Iran, Islamic Rep.",37.08700943,55.17396927
USA,United States,37.09201813,-84.60411072
TUR,Turkey,37.1049118,28.41666985
IRN,"Iran, Islamic Rep.",37.10599899,58.50954819
USA,United States,37.13053894,-113.5082932
IRN,"Iran, Islamic Rep.",37.13761139,50.2879982
IRQ,Iraq,37.14817047,42.70008087
TUR,Turkey,37.16707993,38.79391861
ESP,Spain,37.18817139,-3.606669903
TUR,Turkey,37.19332886,40.58499908
IRN,"Iran, Islamic Rep.",37.19701004,50.15351105
TUR,Turkey,37.19723892,36.57658005
CHN,China,37.20000076,112.1500015
ESP,Spain,37.20994186,-7.402659893
KOR,"Korea, Rep.",37.23333359,127.1999969
TUR,Turkey,37.23527908,39.76306152
IRN,"Iran, Islamic Rep.",37.25003815,55.16720963
IRN,"Iran, Islamic Rep.",37.25962067,49.94443893
KOR,"Korea, Rep.",37.26666641,127.0166702
USA,United States,37.27096939,-79.94142914
IRN,"Iran, Islamic Rep.",37.28076935,49.58319092
CHN,China,37.28910065,113.3050003
GRC,Greece,37.29999924,22.5
USA,United States,37.3058815,-89.51815033
TUR,Turkey,37.31309128,40.74356842
TUR,Turkey,37.31639099,27.78388977
USA,United States,37.32300186,-122.0321808
USA,United States,37.32328033,-121.9316177
ESP,Spain,37.32423019,-6.680729866
USA,United States,37.3280983,-87.49889374
USA,United States,37.3393898,-121.8949585
ESP,Spain,37.33958817,-3.786509991
USA,United States,37.34033966,-95.26107788
IRN,"Iran, Islamic Rep.",37.3404007,46.05609894
USA,United States,37.35411072,-121.9552383
CHN,China,37.3655014,111.1669998
CHN,China,37.3666687,118.0166702
TUR,Turkey,37.37556076,27.2677803
IRN,"Iran, Islamic Rep.",37.3807106,55.49163818
ESP,Spain,37.38240814,-5.976130009
USA,United States,37.38563919,-121.8852768
ESP,Spain,37.38605881,-6.82679987
CHN,China,37.40000153,97.40000153
USA,United States,37.4059906,-122.0785141
ESP,Spain,37.40880966,-4.485219955
KOR,"Korea, Rep.",37.40999985,127.2572174
USA,United States,37.41208649,-121.9451752
USA,United States,37.4137497,-79.14225006
CHN,China,37.42139053,112.5508347
USA,United States,37.43693543,-122.1936035
KOR,"Korea, Rep.",37.43861008,127.1377792
USA,United States,37.44187927,-122.1430206
CHN,China,37.4486084,116.2925034
CHN,China,37.45333099,110.9018936
CHN,China,37.45639038,118.4855576
ESP,Spain,37.46139908,-3.923010111
USA,United States,37.47159958,-121.1296616
IRN,"Iran, Islamic Rep.",37.47269821,49.46220017
IRN,"Iran, Islamic Rep.",37.47473145,57.32902908
KOR,"Korea, Rep.",37.47721863,126.8663864
TUR,Turkey,37.47750092,40.48806
IRN,"Iran, Islamic Rep.",37.4776001,45.89429855
IRN,"Iran, Islamic Rep.",37.47790146,47.05080032
CHN,China,37.50167084,122.1136093
ITA,Italy,37.5021286,15.08718967
ITA,Italy,37.50693131,13.0839901
CHN,China,37.51666641,111.1500015
USA,United States,37.51797867,-121.9294891
ITA,Italy,37.52613831,13.28985024
CHN,China,37.53332901,121.4000015
USA,United States,37.54557037,-97.26892853
USA,United States,37.54742432,-122.3305893
USA,United States,37.54827118,-121.9885712
IRN,"Iran, Islamic Rep.",37.55273819,45.07604981
USA,United States,37.55376053,-77.46025848
USA,United States,37.56298828,-122.325531
KOR,"Korea, Rep.",37.56826019,126.977829
GRC,Greece,37.58234024,23.39142036
USA,United States,37.58409882,-122.3660812
ESP,Spain,37.58903122,-3.814500093
KOR,"Korea, Rep.",37.59859848,127.1393967
CHN,China,37.59999847,113.7052765
CHN,China,37.60722351,112.3586121
IRN,"Iran, Islamic Rep.",37.6189003,48.5257988
USA,United States,37.62417984,-104.7802582
ITA,Italy,37.64434815,14.40067005
KOR,"Korea, Rep.",37.65639114,126.8349991
CHN,China,37.65999985,111.8399963
USA,United States,37.66881943,-122.0808029
USA,United States,37.67747879,-113.0618896
CHN,China,37.68333435,112.7333298
USA,United States,37.68544006,-97.33574677
USA,United States,37.69224167,-97.33753967
USA,United States,37.69395065,-85.85913086
ESP,Spain,37.70024109,-5.281209946
CHN,China,37.7322197,115.7011108
KOR,"Korea, Rep.",37.74721909,126.4855576
USA,United States,37.74785996,-84.29464722
GRC,Greece,37.75722122,26.97694016
USA,United States,37.77492905,-122.4194183
USA,United States,37.77817154,-81.18816376
USA,United States,37.78087997,-90.42179108
GRC,Greece,37.79138947,20.89528084
USA,United States,37.79742813,-121.2160492
IRN,"Iran, Islamic Rep.",37.80080032,48.90370178
USA,United States,37.82159042,-121.9999619
CHN,China,37.83555985,113.6019363
TUR,Turkey,37.85562134,27.25659943
CHN,China,37.85749817,113.5633316
ESP,Spain,37.86590958,-0.792559981
CHN,China,37.8666687,116.1500015
CHN,China,37.86943817,112.5602798
TUR,Turkey,37.87134934,32.48463821
USA,United States,37.88063049,-84.57299805
USA,United States,37.88576126,-122.1180191
TUR,Turkey,37.89221954,41.16249847
GRC,Greece,37.90000153,22.93333054
CHN,China,37.90000153,112.0333328
KOR,"Korea, Rep.",37.91666794,127.0666656
USA,United States,37.92686844,-121.725769
CHN,China,37.92805481,102.6413879
TKM,Turkmenistan,37.95000076,58.3833313
USA,United States,37.95143127,-91.77127075
USA,United States,37.95769882,-121.2907791
CHN,China,37.96666718,110.9499969
USA,United States,37.97010803,-87.48126984
USA,United States,37.97475815,-87.55584717
GRC,Greece,37.97945023,23.71622086
USA,United States,37.9840889,-120.3821411
ESP,Spain,37.98704147,-1.13004005
USA,United States,37.98868942,-84.47772217
CHN,China,37.99805832,114.0155563
CHN,China,38,106.1999969
USA,United States,38.01074219,-87.57604981
ITA,Italy,38.01583862,12.51076984
USA,United States,38.0279808,-121.8846817
USA,United States,38.02930832,-78.47667694
CHN,China,38.04138947,114.4786072
ESP,Spain,38.04666901,-1.67227006
ITA,Italy,38.05606079,14.58207035
