CRCode,CRName,Latitude,Longitude
IND,India,14.43332958,79.96666718
THA,Thailand,14.4491396,100.7283325
PHL,Philippines,14.52429962,121.0792007
PHL,Philippines,14.55027008,121.032692
PHL,Philippines,14.58320046,121.0409012
THA,Thailand,14.5838604,104.9248123
THA,Thailand,14.58839035,100.4528275
PHL,Philippines,14.60000038,120.9832993
THA,Thailand,14.61149979,100.9082489
GTM,Guatemala,14.64072037,-90.51326752
THA,Thailand,14.64680958,100.5761719
PHL,Philippines,14.84193993,120.8116684
MEX,Mexico,14.89999962,-92.28333283
THA,Thailand,14.90598011,105.0783615
IND,India,14.91666985,79.98332977
THA,Thailand,14.97066021,102.1019592
THA,Thailand,14.98122025,100.0147018
THA,Thailand,15.04428005,100.5368118
LAO,Lao PDR,15.11666966,105.7833328
PHL,Philippines,15.14999962,120.5833282
THA,Thailand,15.22482967,104.85289
HND,Honduras,15.25,-88.56667328
PHL,Philippines,15.30720043,120.9464035
IND,India,15.35000038,75.16667175
PHL,Philippines,15.48888969,120.5986099
THA,Thailand,15.51630974,103.1936722
THA,Thailand,15.53320026,102.7228317
SDN,Sudan,15.55177021,32.53240967
THA,Thailand,15.65557957,103.5836105
THA,Thailand,15.67782974,104.1102524
THA,Thailand,15.70471954,100.1371689
MEX,Mexico,15.73332977,-96.46666718
THA,Thailand,15.79407978,104.1451035
PHL,Philippines,15.8572197,120.5999985
VNM,Vietnam,15.87944031,108.3349991
THA,Thailand,15.89151955,100.3079529
VNM,Vietnam,16.06777954,108.2208328
PHL,Philippines,16.0699997,120.4024963
MEX,Mexico,16.25,-92.1333313
THA,Thailand,16.44671059,102.8330002
VNM,Vietnam,16.46666908,107.5999985
THA,Thailand,16.49333,102.4333878
THA,Thailand,16.57764053,104.4195633
THA,Thailand,16.70228005,102.8556976
THA,Thailand,16.70462036,103.7493362
MEX,Mexico,16.75,-92.6333313
MMR,Myanmar,16.80528069,96.15611267
THA,Thailand,16.82481003,100.2585831
MEX,Mexico,16.86335945,-99.89009857
SAU,Saudi Arabia,16.88916969,42.55110931
THA,Thailand,17.05157089,104.6770935
SAU,Saudi Arabia,17.14949989,42.62537003
THA,Thailand,17.16115952,104.1472473
THA,Thailand,17.32444,102.0783005
THA,Thailand,17.36083031,103.1053314
IND,India,17.37528038,78.47444153
THA,Thailand,17.4156704,102.7858887
THA,Thailand,17.42569923,102.5669174
SAU,Saudi Arabia,17.49239922,44.12765884
MEX,Mexico,17.54999924,-99.5
THA,Thailand,17.6255703,100.0942078
THA,Thailand,17.67543984,102.7507019
THA,Thailand,17.68741989,102.4725571
MEX,Mexico,17.79999924,-97.76667023
MEX,Mexico,17.95000076,-94.91667175
THA,Thailand,17.96507072,104.2153397
LAO,Lao PDR,17.96666908,102.5999985
MEX,Mexico,17.98332977,-92.91667175
THA,Thailand,17.99283028,100.8794403
JAM,Jamaica,17.99702072,-76.7935791
MEX,Mexico,18,-94.65000153
PRI,Puerto Rico,18.01107979,-66.61405945
PRI,Puerto Rico,18.05635071,-66.72155762
MEX,Mexico,18.14999962,-94.41667175
PRI,Puerto Rico,18.18939972,-65.96099854
SAU,Saudi Arabia,18.21639061,42.50527954
PRI,Puerto Rico,18.23411942,-66.04850006
CHN,China,18.24305916,109.5049973
MEX,Mexico,18.28333092,-100.2666702
THA,Thailand,18.29232025,99.49276733
SAU,Saudi Arabia,18.30639076,42.72917175
PRI,Puerto Rico,18.32579041,-65.6523819
VNM,Vietnam,18.33333015,105.9000015
PRI,Puerto Rico,18.35745049,-66.11100006
DOM,Dominican Republic,18.41666985,-70.09999847
JAM,Jamaica,18.45961952,-77.33570099
THA,Thailand,18.46455956,99.14025879
PRI,Puerto Rico,18.46632958,-66.10572052
JAM,Jamaica,18.47116089,-77.91883087
THA,Thailand,18.49925995,98.36493683
DOM,Dominican Republic,18.50012016,-69.98857117
IND,India,18.5195694,73.85534668
CHN,China,18.52215958,110.0410614
IND,India,18.53333092,73.1333313
MEX,Mexico,18.56666946,-100.7833328
THA,Thailand,18.5805397,99.00744629
VNM,Vietnam,18.66666985,105.6666718
CHN,China,18.74931908,109.1717224
THA,Thailand,18.79038048,98.98468018
IND,India,18.81666946,82.71666718
MMR,Myanmar,18.81666946,95.21666718
MEX,Mexico,18.86667061,-99.94999695
MEX,Mexico,19,-98.98332977
IND,India,19.01441002,72.84793854
MEX,Mexico,19.04999924,-98.19999695
MEX,Mexico,19.05010986,-104.3187866
THA,Thailand,19.14930916,100.2752228
MEX,Mexico,19.20000076,-96.1333313
CHN,China,19.2305603,109.4475021
MEX,Mexico,19.28166962,-99.00332642
MEX,Mexico,19.28333092,-99.16667175
MEX,Mexico,19.28833008,-99.66722107
DOM,Dominican Republic,19.29517937,-70.25543213
MEX,Mexico,19.32888985,-99.16027832
MEX,Mexico,19.35111046,-99.05194092
DOM,Dominican Republic,19.38319969,-69.84739685
MEX,Mexico,19.39666939,-99.0847168
MEX,Mexico,19.41361046,-99.03305817
MEX,Mexico,19.41721916,-99.15693665
MEX,Mexico,19.42250061,-99.20278168
MEX,Mexico,19.42847061,-99.12766266
MEX,Mexico,19.43000031,-99.09916687
DOM,Dominican Republic,19.45000076,-70.69999695
MEX,Mexico,19.47860909,-99.09583283
MEX,Mexico,19.48888969,-99.18360901
MEX,Mexico,19.53333092,-96.91667175
THA,Thailand,19.55394936,99.74046326
CHN,China,19.57695961,110.8562012
DOM,Dominican Republic,19.58469963,-70.9848938
CHN,China,19.62700081,110.7310028
DOM,Dominican Republic,19.79343987,-70.68840027
VNM,Vietnam,19.79999924,105.7666702
MEX,Mexico,19.81666946,-97.34999847
DOM,Dominican Republic,19.82711983,-71.17411041
MEX,Mexico,19.83333015,-98.98332977
THA,Thailand,19.90858078,99.83249664
SAU,Saudi Arabia,20.01288033,41.46767044
CHN,China,20.04582977,110.3416672
MEX,Mexico,20.11697006,-98.73329163
THA,Thailand,20.1467495,99.85256195
IND,India,20.26667023,73.01667023
IND,India,20.37174988,72.90493012
IND,India,20.41666985,72.84999847
VNM,Vietnam,20.45000076,106.3333282
MEX,Mexico,20.50832939,-86.9458313
VNM,Vietnam,20.54110909,105.913887
MEX,Mexico,20.54999924,-102.5166702
MEX,Mexico,20.60000038,-100.3833313
MEX,Mexico,20.62739945,-87.07987213
IND,India,20.63332939,72.93332672
VNM,Vietnam,20.64999962,106.0666733
MEX,Mexico,20.66666985,-103.3333282
IND,India,20.85000038,86.33332825
VNM,Vietnam,20.85610962,106.6822205
VNM,Vietnam,20.93333054,106.3166733
VNM,Vietnam,20.95111084,107.0800018
MEX,Mexico,21.01667023,-99.18332672
VNM,Vietnam,21.01667023,107.3000031
VNM,Vietnam,21.02449989,105.8411713
VNM,Vietnam,21.03333092,106.7833328
IND,India,21.16666985,72.83332825
MEX,Mexico,21.1742897,-86.84655762
VNM,Vietnam,21.18333054,106.0500031
VNM,Vietnam,21.26667023,106.1999969
SAU,Saudi Arabia,21.27028084,40.41582871
CHN,China,21.28145027,110.3427124
USA,United States,21.30694008,-157.8583374
SAU,Saudi Arabia,21.42667007,39.82611084
CHN,China,21.46858978,101.5506897
CHN,China,21.48332977,109.0999985
SAU,Saudi Arabia,21.51693916,39.21916962
VNM,Vietnam,21.59277916,105.8441696
CHN,China,21.64999962,110.9000015
CHN,China,21.85000038,111.9666672
MEX,Mexico,21.88332939,-102.3000031
MEX,Mexico,21.95000076,-100
CHN,China,21.95000076,108.6166687
CHN,China,21.95322037,100.3840866
CHN,China,21.98303032,112.5009689
MEX,Mexico,21.98332977,-99.01667023
CHN,China,22,100.8000031
TWN,"Taiwan, China",22.00416946,120.7438889
MEX,Mexico,22.14999962,-100.9833298
MAC,"Macao SAR, China",22.20055962,113.5461121
MEX,Mexico,22.21666908,-97.84999847
CHN,China,22.25,112.7833328
CHN,China,22.27693939,113.5677795
CHN,China,22.28145981,109.5293427
HKG,"Hong Kong SAR, China",22.28552055,114.157692
IND,India,22.29999924,73.19999695
CHN,China,22.32527924,110.2555618
VNM,Vietnam,22.34023094,103.8441467
CHN,China,22.37302971,110.9474564
MEX,Mexico,22.39999962,-99.59999847
MEX,Mexico,22.39999962,-97.91667175
MEX,Mexico,22.43333054,-100.2833328
VNM,Vietnam,22.48332977,103.9499969
CHN,China,22.52058029,113.3823166
CHN,China,22.54553986,114.0682983
MMR,Myanmar,22.56666946,95.69999695
IND,India,22.56971932,88.36972046
CHN,China,22.58333015,113.0833282
TWN,"Taiwan, China",22.61626053,120.3133316
TWN,"Taiwan, China",22.62659073,120.3612595
CHN,China,22.63332939,110.1500015
TWN,"Taiwan, China",22.67135048,120.4881363
IND,India,22.75,73.6333313
TWN,"Taiwan, China",22.75830078,121.1444016
CHN,China,22.78199005,115.3475037
CHN,China,22.78862953,100.9748077
CHN,China,22.81666946,108.3166733
VNM,Vietnam,22.83333015,104.9833298
CHN,China,22.87723923,110.5571671
CHN,China,22.93055916,112.0373001
CHN,China,22.97533035,115.3317871
CHN,China,22.97693062,103.7108536
TWN,"Taiwan, China",22.99082947,120.2133331
CHN,China,23.01279068,104.4508133
CHN,China,23.02676964,113.1314774
IND,India,23.03333092,72.6166687
CHN,China,23.04888916,113.7447205
CHN,China,23.05116081,112.4597168
CHN,China,23.08333015,114.4000015
CHN,China,23.09638977,109.609169
CHN,China,23.11667061,113.25
TWN,"Taiwan, China",23.12492943,120.46138
CHN,China,23.1262207,104.7408981
IND,India,23.13332939,70.01667023
CHN,China,23.16152,99.20226288
CHN,China,23.20252037,106.3820724
TWN,"Taiwan, China",23.30694008,120.3105621
CHN,China,23.31072044,116.1686935
CHN,China,23.35533905,107.5563965
CHN,China,23.36001968,103.4368362
CHN,China,23.36666679,103.1500015
CHN,China,23.36666679,104.25
CHN,China,23.36813927,116.7147903
CHN,China,23.38471031,106.5735168
CHN,China,23.39249992,110.0813904
MEX,Mexico,23.41666985,-99.3833313
CHN,China,23.43099022,116.0457535
CHN,China,23.45170975,108.5881119
TWN,"Taiwan, China",23.45944023,120.332222
TWN,"Taiwan, China",23.46290207,120.2426147
IND,India,23.46666908,73.30000305
CHN,China,23.4683094,100.6835403
TWN,"Taiwan, China",23.47916985,120.4488907
CHN,China,23.48332977,111.3166733
CHN,China,23.52886009,116.3641586
CHN,China,23.55430031,110.3975677
CHN,China,23.57110024,102.0041733
IND,India,23.60000038,72.94999695
CHN,China,23.60255051,102.8309174
CHN,China,23.63305092,115.1927109
CHN,China,23.66513062,116.6378632
CHN,China,23.69137001,102.4870071
CHN,China,23.69701004,114.9820786
CHN,China,23.70000076,113.0333328
TWN,"Taiwan, China",23.70944023,120.5433273
BGD,Bangladesh,23.71039963,90.40744019
MEX,Mexico,23.73332977,-99.1333313
CHN,China,23.73332977,114.6833267
TWN,"Taiwan, China",23.74638939,120.7525024
CHN,China,23.79574013,98.80397034
CHN,China,23.88093948,113.641449
CHN,China,23.88333321,100.0833359
CHN,China,23.89999962,106.6166687
TWN,"Taiwan, China",23.91566086,120.6638718
TWN,"Taiwan, China",23.95907974,120.6851578
CHN,China,23.96048927,101.0826492
TWN,"Taiwan, China",23.96191216,120.5738373
CHN,China,24.01180077,99.23963928
MEX,Mexico,24.03333092,-104.6666718
CHN,China,24.05191994,105.0749664
CHN,China,24.05904961,114.2050781
TWN,"Taiwan, China",24.0732708,120.5627594
SAU,Saudi Arabia,24.08912087,38.06373978
TWN,"Taiwan, China",24.14690018,120.6838989
ARE,United Arab Emirates,24.19166946,55.76055908
IND,India,24.19972992,82.67534638
CHN,China,24.22084999,97.78682709
TWN,"Taiwan, China",24.25,120.7169418
CHN,China,24.29768944,116.1072388
CHN,China,24.31258011,109.3891602
CHN,China,24.35499954,102.5422211
CHN,China,24.38088989,116.6493225
CHN,China,24.40416908,103.4427795
CHN,China,24.41638947,111.5477753
CHN,China,24.43333244,98.58333588
ARE,United Arab Emirates,24.46666908,54.3666687
IND,India,24.46666908,88.06667328
SAU,Saudi Arabia,24.46861076,39.61417007
CHN,China,24.47978973,118.081871
CHN,China,24.51333046,117.6555634
TWN,"Taiwan, China",24.56427002,120.8236694
USA,United States,24.56450272,-81.76328278
IND,India,24.58620071,78.72879791
CHN,China,24.60088921,98.70417786
CHN,China,24.6452198,110.6430588
CHN,China,24.66739082,109.2354736
SAU,Saudi Arabia,24.68773079,46.72185135
CHN,China,24.69277763,108.0849991
CHN,China,24.7077198,103.4050064
USA,United States,24.71375084,-81.09034729
CHN,China,24.72364998,116.7242889
CHN,China,24.73641968,97.91358185
TWN,"Taiwan, China",24.75699997,121.7529984
CHN,China,24.78111076,112.3824997
CHN,China,24.79999924,113.5833282
TWN,"Taiwan, China",24.80360985,120.9686127
CHN,China,24.82893944,99.5923233
CHN,China,24.83333015,110.8166733
TWN,"Taiwan, China",24.83832932,121.007782
CHN,China,24.86249924,114.208252
TWN,"Taiwan, China",24.88372994,121.2904282
PAK,Pakistan,24.90559959,67.0821991
CHN,China,24.91389084,118.5858307
CHN,China,24.94536018,102.2002792
CHN,China,24.94824028,114.0657196
TWN,"Taiwan, China",24.99367905,121.2969589
CHN,China,24.99492073,98.51275635
CHN,China,25.00167084,117.5274963
TWN,"Taiwan, China",25.01427078,121.4671936
CHN,China,25.03889084,102.7183304
CHN,China,25.04555512,101.5280533
TWN,"Taiwan, China",25.04776001,121.5318527
BHS,"Bahamas, The",25.05822945,-77.34306335
CHN,China,25.06666946,109.25
CHN,China,25.08329964,104.9000015
CHN,China,25.1072197,117.0224991
CHN,China,25.11666679,99.16666412
TWN,"Taiwan, China",25.12825012,121.7418976
QAT,Qatar,25.15082932,51.53778076
CHN,China,25.23246956,112.5398102
ARE,United Arab Emirates,25.25816917,55.30472183
QAT,Qatar,25.27931976,51.52244949
CHN,China,25.28194046,110.2863922
ARE,United Arab Emirates,25.28812027,55.88156891
IRN,"Iran, Islamic Rep.",25.29190064,60.64300156
QAT,Qatar,25.29194069,51.42443848
CHN,China,25.31229973,118.30056
ARE,United Arab Emirates,25.33131981,56.34199143
ARE,United Arab Emirates,25.35730934,55.40330124
CHN,China,25.38323021,112.9789734
SAU,Saudi Arabia,25.39999962,49.65000153
CHN,China,25.40950012,116.3841019
ARE,United Arab Emirates,25.41110992,55.43503952
MEX,Mexico,25.41666985,-101
QAT,Qatar,25.41694069,51.4038887
CHN,China,25.43943977,119.0102768
CHN,China,25.47443962,112.3280563
CHN,China,25.48332977,103.7833328
CHN,China,25.49522972,111.1348724
CHN,China,25.50807953,119.8072205
MEX,Mexico,25.54999924,-103.4333267
CHN,China,25.5593605,112.3635178
MEX,Mexico,25.56666946,-103.5
IND,India,25.60000038,85.1166687
CHN,China,25.6031704,115.7962875
CHN,China,25.61964035,110.6424789
MEX,Mexico,25.64999962,-100.0833282
MEX,Mexico,25.66666985,-100.3166733
CHN,China,25.66666985,104.2333298
CHN,China,25.67106056,99.9802475
CHN,China,25.67507935,117.8447037
MEX,Mexico,25.70000076,-103.2666702
CHN,China,25.70000076,100.1833267
USA,United States,25.72149086,-80.26837921
CHN,China,25.72500038,119.3794403
CHN,China,25.73332977,112.7458878
USA,United States,25.76240349,-80.35465241
USA,United States,25.7742691,-80.19365692
USA,United States,25.78485298,-80.14472961
USA,United States,25.78628922,-80.18982697
CHN,China,25.78667069,112.3508301
ARE,United Arab Emirates,25.7895298,55.94319916
USA,United States,25.79064941,-80.13005066
CHN,China,25.79360962,110.0091705
CHN,China,25.79999924,113.0333328
CHN,China,25.80061913,100.5743485
USA,United States,25.81954002,-80.35533142
CHN,China,25.85000038,114.9333267
USA,United States,25.85759926,-80.27810669
USA,United States,25.86510086,-80.32450104
CHN,China,25.86667061,98.8666687
MEX,Mexico,25.88332939,-97.5
USA,United States,25.89009094,-80.18670654
CHN,China,25.89361,111.5883331
CHN,China,25.89479065,99.42935944
USA,United States,25.9052906,-80.25715637
USA,United States,25.93548966,-80.21401215
CHN,China,25.94459915,111.0363998
USA,United States,25.98119927,-80.14837647
MEX,Mexico,25.98332977,-98.09999847
USA,United States,25.98731041,-80.23226929
USA,United States,26.01119995,-80.14949036
CHN,China,26.03667069,110.6405563
EGY,"Egypt, Arab Rep.",26.05493927,32.16328812
CHN,China,26.06138992,119.3061066
USA,United States,26.06287003,-80.23310089
CHN,China,26.08169937,113.9822617
MEX,Mexico,26.08333015,-98.28333283
USA,United States,26.10037041,-80.39977264
CHN,China,26.1066494,113.132782
USA,United States,26.12231064,-80.14337921
BHR,Bahrain,26.12389946,50.57360077
USA,United States,26.15766907,-80.28610992
USA,United States,26.17230988,-80.13198853
BHR,Bahrain,26.17361069,50.54777908
USA,United States,26.2034092,-98.23001099
JPN,Japan,26.21221924,127.6791687
BHR,Bahrain,26.21536064,50.58319855
CHN,China,26.21666718,111.6166687
BHR,Bahrain,26.2166996,50.58330154
BHR,Bahrain,26.23329926,50.5
USA,United States,26.23785973,-80.12477112
USA,United States,26.24452972,-80.20644379
CHN,China,26.24860954,117.6186066
CHN,China,26.25,105.9333267
USA,United States,26.25175095,-80.17893982
BHR,Bahrain,26.25721932,50.61193848
CHN,China,26.26666641,107.5166702
USA,United States,26.27119064,-80.27059937
SAU,Saudi Arabia,26.30323982,50.13528061
USA,United States,26.31007958,-80.23726654
USA,United States,26.31841087,-80.09976959
SAU,Saudi Arabia,26.32599068,43.97497177
USA,United States,26.35869026,-80.08309937
CHN,China,26.38883019,111.2621307
CHN,China,26.38892937,112.3792496
CHN,China,26.39266968,117.7748795
CHN,China,26.40237999,112.8590775
CHN,China,26.43902969,99.44061279
USA,United States,26.46146011,-80.07282257
CHN,China,26.52861023,119.4625015
IRN,"Iran, Islamic Rep.",26.55777931,54.0194397
IRN,"Iran, Islamic Rep.",26.55792046,54.88066864
USA,United States,26.56285095,-81.94953156
CHN,China,26.58333015,106.7166672
CHN,China,26.58333206,107.9833298
CHN,China,26.58509064,101.7127609
CHN,China,26.59444428,104.8333359
CHN,China,26.61499977,118.9063873
USA,United States,26.61590004,-80.05699158
USA,United States,26.62368012,-80.12532044
CHN,China,26.64500046,118.1736069
CHN,China,26.66167069,119.5227814
CHN,China,26.66255951,102.2439194
USA,United States,26.71533966,-80.05336762
CHN,China,26.76836968,112.108139
CHN,China,26.84250069,109.1788864
IND,India,26.85000038,80.91667175
CHN,China,26.88805962,112.6149979
CHN,China,26.90833092,118.9819412
IND,India,26.91666985,75.81667328
IRN,"Iran, Islamic Rep.",26.95809937,56.27190018
LBY,Libya,27.0376606,14.42831993
USA,United States,27.05949974,-80.13642883
USA,United States,27.06810951,-82.3728714
CHN,China,27.08917046,119.6452789
CHN,China,27.1171608,114.9792709
IRN,"Iran, Islamic Rep.",27.14669991,57.08010101
IRN,"Iran, Islamic Rep.",27.18650055,56.28079987
CHN,China,27.19305992,103.527298
CHN,China,27.19581986,99.3248291
IRN,"Iran, Islamic Rep.",27.2024498,60.68476105
CHN,China,27.25,111.4666672
USA,United States,27.29393005,-80.35032654
CHN,China,27.3125,105.2941666
CHN,China,27.31666946,103.7166672
CHN,China,27.32733917,120.2139969
USA,United States,27.3364296,-82.53064728
SAU,Saudi Arabia,27.35133934,35.69013977
CHN,China,27.36438942,118.8571091
CHN,China,27.36610985,110.9349976
CHN,China,27.3801899,102.5412598
CHN,China,27.42699051,101.5096817
USA,United States,27.44671059,-80.3256073
CHN,China,27.45000076,104.8333282
BTN,Bhutan,27.46608925,89.64190674
USA,United States,27.49892998,-82.57482147
MEX,Mexico,27.5,-99.51667023
SAU,Saudi Arabia,27.5218792,41.69073105
CHN,China,27.54944038,109.9591675
CHN,China,27.61239052,118.2050095
CHN,China,27.61667061,113.8499985
USA,United States,27.63863945,-80.3972702
USA,United States,27.65024567,-80.35958862
IRN,"Iran, Islamic Rep.",27.66519928,54.13710022
CHN,China,27.6866703,106.9072189
CHN,China,27.68806076,111.4294434
CHN,China,27.70178032,103.2480621
CHN,China,27.70223045,99.53726959
USA,United States,27.70689011,-97.34972382
CHN,China,27.71632958,119.9192123
CHN,China,27.71722031,109.1852798
CHN,China,27.73332977,112.5333328
CHN,China,27.73443985,111.9944382
CHN,China,27.73765945,103.8573837
ESP,Spain,27.75670052,-15.57870007
USA,United States,27.77086067,-82.67926788
CHN,China,27.77389908,116.9145432
USA,United States,27.80057907,-97.39637756
CHN,China,27.80429077,114.9333496
CHN,China,27.82243919,99.76928711
CHN,China,27.8297596,114.0194778
CHN,China,27.83333015,113.1500015
CHN,China,27.83333015,114.4000015
CHN,China,27.83333206,99.59999847
CHN,China,27.85000038,112.9000015
CHN,China,27.8508091,104.9687424
EGY,"Egypt, Arab Rep.",27.85182953,34.30498886
CHN,China,27.88013077,99.09075928
CHN,China,27.88333321,102.2666702
USA,United States,27.89154625,-82.50573731
USA,United States,27.89685059,-82.67604828
USA,United States,27.9094696,-82.787323
USA,United States,27.91410065,-82.29959869
CHN,China,27.93078995,101.2778091
USA,United States,27.9475193,-82.45842743
USA,United States,27.95783043,-82.45883179
USA,United States,27.96585083,-82.80010223
CHN,China,27.99942017,120.6668167
USA,United States,28.00736046,-82.51544952
CHN,China,28.01511955,102.8423309
USA,United States,28.03446007,-80.58866119
USA,United States,28.03947067,-81.94979858
USA,United States,28.04664421,-82.68643951
CHN,China,28.07206917,104.189003
CHN,China,28.07225037,99.02316284
USA,United States,28.08362961,-80.60810852
CHN,China,28.11639023,117.6624985
ESP,Spain,28.12270927,-16.72599983
CHN,China,28.13750076,106.8199997
CHN,China,28.13949966,115.7649536
MEX,Mexico,28.19013023,-105.4701233
CHN,China,28.20000076,112.9666672
CHN,China,28.20063019,103.5822601
CHN,China,28.20388985,99.80944061
IRN,"Iran, Islamic Rep.",28.22106934,61.21582031
CHN,China,28.23333359,117
CHN,China,28.26647949,103.5683823
USA,United States,28.30467987,-81.41667175
USA,United States,28.30780411,-81.42129517
CHN,China,28.31019974,102.4118881
CHN,China,28.31666756,109.7333298
CHN,China,28.31666946,109.7166672
CHN,China,28.38017082,111.2058563
SAU,Saudi Arabia,28.38332939,36.58332825
CHN,China,28.38813973,114.7695618
IND,India,28.39999962,77.84999847
CHN,China,28.45322037,117.9685974
CHN,China,28.46042061,119.9102936
IND,India,28.46666908,77.03333283
ESP,Spain,28.46824074,-16.2546196
EGY,"Egypt, Arab Rep.",28.50359917,30.80039978
CHN,China,28.51096916,99.01592255
IND,India,28.51667023,80.15000153
CHN,China,28.52360916,112.1252823
USA,United States,28.53833962,-81.37924194
CHN,China,28.55261993,102.1681976
CHN,China,28.56785965,103.9100723
CHN,China,28.57772064,104.9208679
IND,India,28.57999992,77.33000183
USA,United States,28.61222076,-80.80754852
CHN,China,28.62084007,104.2992706
MEX,Mexico,28.63332939,-106.0833282
IND,India,28.63575935,77.22444916
KWT,Kuwait,28.63916969,47.93056107
CHN,China,28.64156914,102.5086975
CHN,China,28.66666794,121.3499985
IND,India,28.66666985,77.21666718
USA,United States,28.67000008,-81.20812225
